検索クエリ,関連度,検索時間差,検索時間差の標準誤差,重複UU,ログインUU,男性ログインUU,女性ログインUU,10代以下ログインUU,20代ログインUU,30代ログインUU,40代ログインUU,50代ログインUU,60代ログインUU,70代以上ログインUU
大学選び,2.182,-30.459,15.92,76,1684,459,1048,205,61,58,728,495,31,7
高等学校等就学支援金制度,2.181,-124.88,5.935,515,11416,3828,7044,59,100,712,6329,3617,274,117
学生 クレジットカード,2.181,37.387,9.245,277,6143,2612,3183,256,1007,155,1734,2672,155,45
総合型選抜 併願可能,2.181,-26.367,15.392,81,1796,449,1193,193,39,48,626,773,38,13
大学生協,2.18,41.375,5.539,697,15475,6310,8207,486,1882,939,4404,6299,935,155
広島県立大学,2.18,-3.415,7.495,437,9702,3856,5105,407,371,496,3672,3335,682,348
公立大学 ランキング,2.18,1.928,7.504,352,7809,3241,3988,304,364,535,2883,2849,355,229
赤本 2023 発売日,2.18,-65.109,7.14,340,7545,2517,4470,501,180,216,2948,3111,286,76
愛知県大学ランキング2022,2.18,-15.612,10.332,209,4637,1769,2487,178,136,149,1683,1858,283,120
関西学院大学 入試,2.18,-17.091,9.469,202,4485,1647,2398,505,163,99,1315,1857,191,109
看護専門学校,2.179,-5.102,7.675,339,7532,2062,4768,572,611,782,2675,2007,355,150
仕送り 親 平均,2.179,2.607,11.724,128,2845,829,1805,86,509,434,892,737,67,29
福大 偏差値,2.179,-11.865,13.765,111,2467,733,1535,145,200,197,994,709,71,52
摂南大学 オープンキャンパス,2.179,-118.143,11.589,111,2466,640,1582,372,83,24,852,935,45,20
共通テスト利用とは,2.179,7.799,12.376,108,2399,663,1447,368,98,45,808,867,27,15
大学4年間でかかる費用,2.179,-0.0,13.811,104,2310,871,1302,42,84,367,1077,561,85,31
西南学院大学 入試,2.179,-7.005,13.636,86,1910,762,966,180,103,44,529,766,112,72
東京薬科大学 学費,2.179,-0.109,16.115,82,1821,615,1098,68,69,82,642,741,113,65
富山県立大学 偏差値,2.178,-4.996,13.337,101,2245,937,1120,126,164,111,827,773,96,42
私立大学 学費,2.177,-3.821,3.847,1263,28105,9985,16285,827,1050,3376,13956,6669,801,530
慶應義塾大学 学費,2.177,1.759,9.114,239,5320,1984,2957,242,211,297,1906,1948,330,179
成人式着物,2.176,-18.358,11.29,120,2674,481,1967,50,86,66,1158,1036,122,54
卒業旅行 高校,2.175,14.429,13.982,97,2163,455,1414,709,47,18,699,490,20,12
電子辞書 大学生,2.175,90.568,16.429,94,2096,636,1280,166,169,38,721,837,50,29
1人暮らし 家電セット,2.175,48.702,14.492,74,1650,579,987,6,182,195,554,600,70,7
国士舘大学 オープンキャンパス,2.174,-63.52,11.873,110,2457,688,1554,405,81,33,813,936,43,26
九産大 偏差値,2.172,-16.091,10.648,146,3266,1214,1809,154,300,278,1274,934,144,61
大学共通テスト,2.171,-0.837,7.112,397,8893,3924,4336,400,418,639,3419,2859,544,300
広島大学 オープンキャンパス 2022,2.171,-171.856,7.561,268,6002,1794,3577,580,154,68,2381,2251,122,68
女子大生 カバン,2.171,25.381,14.173,108,2418,579,1638,96,158,36,810,1116,75,33
2004年生まれ 学歴,2.17,53.306,10.998,182,4079,620,2953,1275,226,176,1214,897,34,22
奨,2.17,0.0,7.56,93,2085,998,980,32,198,446,526,496,221,116
看護専門学校 偏差値,2.169,-17.123,12.841,120,2693,677,1802,164,125,200,1047,875,127,49
兵庫県立大学 工学部,2.169,-5.123,13.304,113,2535,1089,1262,134,169,105,798,990,157,87
ベネッセ 共通テスト,2.167,38.893,10.595,122,2742,1332,1160,602,110,62,674,1027,110,28
指定校推薦 志望理由書,2.167,-41.722,13.312,88,1979,531,1201,452,69,21,580,662,29,11
広島大学 合格発表,2.166,87.264,9.721,146,3286,1175,1817,242,176,110,1044,1281,185,101
関西学院大学 合格発表,2.166,47.099,12.212,114,2566,1006,1291,268,107,42,719,1077,108,84
東京理科大学 合格発表,2.165,30.683,10.679,110,2478,1054,1257,110,87,27,650,1198,135,186
共通テスト2023 難易度,2.165,6.693,12.337,76,1712,599,936,177,82,23,516,753,53,14
広島国際大学 偏差値,2.164,-12.931,13.16,145,3270,1270,1692,241,275,232,1102,963,194,99
うかろ,2.164,27.82,10.28,141,3180,1506,1375,670,250,46,772,1187,93,18
得点調整 共通テスト,2.164,23.964,9.899,129,2910,1245,1352,494,259,130,777,967,90,22
スポーツ推薦 大学,2.164,-45.991,13.311,116,2616,919,1507,110,133,129,1071,931,110,40
東京理科大学 入試,2.163,5.452,11.173,121,2732,1393,1133,191,86,46,599,1343,216,142
岡山大学 合格発表,2.162,48.927,9.9,158,3572,1332,1905,279,191,122,1126,1343,218,110
関大 合格発表,2.162,57.701,13.571,93,2102,710,1208,162,103,23,678,885,82,67
国公立大 偏差値,2.16,-22.777,4.974,885,20040,6497,12041,938,584,1037,8915,7006,506,255
総合型選抜とは,2.159,-11.423,4.526,964,21860,5804,13800,2953,714,539,7783,7803,588,235
スタサプ 大学受験,2.158,19.453,14.886,95,2155,571,1408,217,67,35,839,862,38,15
横浜国立大学 学費,2.158,-0.082,16.878,86,1952,669,1156,49,78,85,840,744,48,39
福岡美容専門学校,2.157,-6.727,12.009,128,2908,952,1717,231,321,313,1074,643,148,42
成人式振袖,2.156,-1.89,15.922,72,1637,319,1175,52,123,42,562,674,75,33
立命館大学 合格発表,2.155,36.376,5.828,412,9379,3486,5050,900,407,104,2696,4080,375,360
大学生 ファッション,2.154,34.724,6.198,669,15244,3238,10395,902,1407,504,4921,6293,294,105
福岡医療専門学校,2.154,-10.28,11.057,147,3347,1300,1764,179,394,414,1145,813,207,54
信州大学 出願状況,2.154,36.156,11.806,93,2119,828,1108,163,100,47,629,930,101,48
高等学校等就学支援金制度 試算,2.154,-140.473,13.895,87,1982,564,1334,8,9,56,1086,736,39,21
ウカロログイン,2.153,31.987,9.464,157,3581,1144,2138,344,153,31,1144,1674,89,21
金沢大学 合格発表日,2.153,81.036,11.226,101,2304,854,1267,168,112,76,736,891,148,74
ユニライフマイページ,2.152,26.371,8.865,244,5568,1981,3092,350,1136,88,1221,2254,217,62
駿台予備校 学費,2.152,30.957,9.792,193,4404,1373,2743,101,65,76,1761,2046,162,81
神戸大学 出願状況,2.151,58.065,8.304,201,4594,1680,2491,372,239,74,1371,2080,156,75
共通テスト利用 私立 ボーダー,2.15,8.197,9.49,184,4207,1431,2392,466,193,69,1227,1942,95,18
神奈川大学 入試,2.15,-7.18,12.38,115,2631,1046,1379,252,117,77,741,1128,134,70
願書 封筒 書き方,2.149,-7.841,7.541,288,6590,1191,4980,252,339,628,3378,1724,61,31
富山大学 薬学部,2.149,-31.921,14.163,102,2334,868,1246,197,138,124,778,768,119,85
京都産業大学 オープンキャンパス 2022,2.149,-148.169,12.665,92,2106,571,1297,330,77,31,705,771,38,16
共通テスト 平均点 2021,2.148,23.006,11.424,96,2199,953,987,351,210,51,601,778,52,11
後期試験 国公立,2.147,19.38,11.627,139,3189,1228,1679,312,201,100,927,1287,160,55
大学生協マイページ,2.147,-10.529,15.071,132,3028,950,1892,64,299,40,672,1639,210,27
朝日医療大学校,2.147,-21.99,14.529,97,2225,892,1160,145,259,273,739,549,130,40
長崎大学 薬学部,2.147,-24.2,15.563,78,1789,649,961,130,122,125,632,549,77,56
高校 就学支援金,2.146,-2.247,7.847,368,8449,1831,6255,57,36,1069,5218,1805,107,54
大学オープンキャンパス2022,2.146,-126.199,9.727,162,3721,914,2450,248,52,39,1427,1623,99,28
山口東京理科大学偏差値,2.146,0.264,13.3,92,2113,1059,885,95,128,106,719,776,157,51
大学生 年金 免除,2.146,10.752,15.115,87,1997,856,1043,10,245,114,660,830,81,15
ucaro ログイン,2.144,30.816,3.607,1313,30208,12453,15245,3920,1649,333,8205,13477,1076,338
島根県立大学 偏差値,2.144,-1.011,15.569,73,1680,716,782,99,142,135,556,525,79,45
学生 扶養範囲内 金額,2.143,6.265,10.375,186,4285,1195,2908,46,387,347,1538,1763,116,25
芝浦工業大学 入試,2.143,11.852,11.279,120,2764,1145,1404,216,80,29,706,1384,147,97
明治学院大学 学費,2.142,-5.037,12.742,103,2374,698,1494,126,92,72,846,1019,80,45
九州工業大学 情報工学部,2.142,-5.804,21.075,70,1614,721,773,98,107,66,530,605,90,51
立教大学 学費,2.141,-0.022,9.491,197,4547,1501,2755,183,135,176,1714,1907,176,104
九大 合格発表,2.14,60.645,13.126,76,1756,642,979,115,147,71,511,653,126,65
成人式前撮り,2.139,17.908,13.127,119,2751,477,2052,44,315,88,989,1092,74,35
九州大学 入試,2.138,-0.007,12.37,93,2153,987,1010,131,78,73,657,954,108,63
私立大学 出願状況 2023,2.137,39.664,14.263,70,1622,861,672,48,23,21,391,707,243,148
スカラシップ,2.136,0.0,9.422,136,3153,1482,1517,84,371,637,958,724,234,87
成人式写真,2.133,-27.672,17.446,76,1768,424,1214,12,50,39,664,839,79,22
日大 合格発表,2.132,3.164,14.089,78,1817,640,1054,181,85,31,608,780,46,27
中京大学 入試,2.132,3.697,16.623,75,1746,677,879,290,80,54,546,566,76,29
新潟県立大学 偏差値,2.131,-0.02,19.618,70,1632,627,857,113,140,75,523,584,72,35
郵便局通帳の作り方,2.13,29.517,12.808,146,3408,933,2229,34,72,286,1443,1072,283,93
近畿大学工学部,2.13,-13.49,15.831,100,2334,1270,879,90,228,237,678,787,155,65
神戸大学 共通テスト ボーダー,2.13,3.708,12.424,95,2216,802,1205,255,101,21,719,940,39,35
川崎福祉大学,2.13,-20.085,17.892,80,1866,576,1138,71,137,142,606,675,100,47
公立鳥取環境大学,2.129,-8.982,17.539,75,1751,819,763,166,197,127,515,504,106,44
教習所 合宿,2.128,24.621,11.71,169,3951,1214,2453,230,453,334,1387,1259,126,36
共通テスト 得点調整,2.127,24.847,7.474,234,5478,2355,2617,800,399,213,1591,2009,160,41
十八歳 何年生まれ,2.123,27.632,10.666,200,4697,2463,1955,116,413,705,1769,1322,175,60
簡易書留 速達 料金,2.123,59.52,10.766,138,3243,922,2131,159,273,337,1091,1168,113,29
編入できる大学,2.123,9.573,13.746,110,2585,777,1505,270,567,62,516,880,116,38
駒澤大学 入試要項 2023,2.122,15.739,9.207,164,3856,1298,2252,325,108,45,1133,1800,164,117
専修学校 専門学校 違い,2.122,0.018,10.923,159,3738,1538,2008,75,379,603,1288,962,297,57
国公立大学,2.121,-0.024,5.19,749,17628,6657,9310,1324,775,962,5770,6508,919,420
岡山県立大学 偏差値,2.121,-2.333,13.184,136,3201,1109,1796,199,165,158,1285,1017,132,77
岡山大学 工学部,2.121,-13.945,12.504,135,3177,1344,1576,231,236,133,1053,1161,144,87
2023 共通テスト 日程,2.121,-26.214,12.558,121,2849,936,1739,120,126,93,996,1292,120,34
国立大学 学費,2.12,-0.729,3.737,1397,32927,13817,17259,450,1155,2559,13324,11399,2197,999
母子家庭 非課税 いくらまで,2.118,-1.844,8.988,291,6875,904,5639,29,169,1444,3086,1645,270,101
日本大学 入試要項 2023,2.118,50.242,8.046,211,4984,1902,2741,372,121,70,1452,2437,255,117
学資保険 確定申告,2.118,85.462,11.273,145,3424,1292,1972,15,66,335,1599,1185,134,38
学生証 写真,2.118,36.218,15.201,80,1890,414,1222,406,203,102,538,480,23,13
尾道市立大学,2.117,-16.319,8.414,297,7023,2964,3500,454,590,482,2264,2308,438,187
大阪大学 出願状況,2.116,16.267,7.866,219,5182,2028,2734,358,267,94,1498,2388,231,114
群馬県立県民健康科学大学,2.116,-25.99,14.53,103,2436,884,1331,195,172,183,842,730,139,57
千葉大学 合格発表,2.115,70.445,9.15,182,4311,1650,2335,281,218,134,1212,1886,251,174
大学生 年金 どうしてる,2.115,15.962,14.769,97,2297,780,1354,7,154,56,865,1065,72,10
浪人生,2.115,12.59,16.085,87,2061,877,967,201,296,195,522,608,82,43
ママ振り袖プラン,2.114,20.963,15.719,91,2158,252,1797,28,45,23,830,1122,58,14
大学共通テスト 2023,2.113,-4.641,4.294,931,22103,8854,11809,456,637,1202,7620,8497,1808,1141
大学費用いくら必要,2.113,-0.005,6.041,528,12528,3777,8065,79,371,2968,6546,1971,218,105
大学受験 塾 費用,2.113,-10.578,11.105,181,4297,1087,2931,104,68,307,2420,1191,62,37
立命館大学 入試日程,2.112,10.372,14.017,84,1996,729,1029,374,138,36,483,699,77,59
大阪公立大学 入試,2.111,-16.414,8.652,295,7016,2802,3559,625,304,149,1860,3078,385,242
共通テストリサーチ,2.108,66.403,9.144,186,4435,1642,2315,891,437,84,1148,1525,82,22
ケイネット 大学検索システム,2.108,-20.613,13.896,91,2170,768,1198,195,78,34,536,1100,100,18
尾道大学,2.107,-4.835,15.11,111,2651,1190,1278,94,199,354,872,758,222,65
関西大学 入学式 2023,2.107,136.22,13.947,75,1790,526,1132,112,66,48,535,835,82,46
理学療法士 大学,2.106,-34.175,5.84,648,15487,4714,9498,842,508,594,6264,5202,847,495
偏差値40 大学,2.106,-33.234,14.981,87,2080,650,1225,127,93,100,785,742,101,39
神戸大学 入学式 2023,2.106,64.579,13.085,86,2056,654,1262,88,65,31,677,958,103,64
大学生 お小遣い 平均,2.105,37.117,11.636,199,4762,1061,3362,191,336,98,1722,2179,69,28
同志社大学 入試要項 2023,2.105,23.233,9.629,144,3446,1348,1872,188,95,35,955,1751,185,123
指定校推薦 就職不利,2.105,-4.52,12.296,124,2966,818,1812,360,181,76,1044,1075,39,19
中部大学 オープンキャンパス,2.105,-149.414,13.952,105,2513,736,1472,460,89,47,891,771,43,32
共通テスト 平均点 2022,2.104,-6.93,5.109,655,15691,7287,6750,2041,1146,486,4439,5762,629,249
静岡大学 合格発表,2.104,25.365,11.549,102,2442,983,1236,214,112,72,722,1010,122,69
横浜市立大学 学費,2.104,-14.488,14.915,75,1796,606,1063,89,75,88,741,648,54,32
神奈川大学 合格発表,2.104,62.785,14.499,72,1725,664,928,188,72,27,558,678,83,50
福山市立大学 偏差値,2.104,-8.693,14.808,72,1724,658,911,105,130,97,677,508,90,39
指定校推薦 評定 一覧,2.103,-5.898,8.752,256,6136,1648,3873,703,120,166,2500,2133,116,55
放射線技師 専門学校,2.103,-17.106,9.895,170,4077,1269,2521,185,369,445,1734,993,163,50
臨床検査技師 将来性,2.102,-4.885,14.287,85,2040,462,1377,118,131,168,756,699,60,12
青木スーツ レディース,2.102,47.424,15.872,76,1824,178,1517,35,114,163,634,685,105,22
岩手県立大学 偏差値,2.101,-0.092,16.652,79,1897,775,959,125,151,153,645,556,127,54
放射線技師 大学,2.1,-32.277,7.581,371,8918,2279,5843,648,398,449,3863,2798,240,108
楽天カード 学生,2.1,7.018,12.316,155,3725,1375,2118,153,885,98,1027,1428,54,17
学習院大学 学費,2.1,15.854,13.128,128,3076,1157,1676,113,141,167,1080,1225,159,70
岐阜大学 オープンキャンパス,2.1,-162.246,12.132,116,2790,751,1696,385,79,54,1103,889,32,25
高松予備校,2.1,3.203,13.613,115,2766,1189,1377,136,151,127,902,1135,158,65
補欠合格 可能性,2.1,46.173,11.372,111,2668,774,1690,194,160,213,994,899,84,33
淑徳大学 オープンキャンパス,2.1,-29.046,15.674,75,1803,396,1169,356,52,32,576,582,36,22
公立大学,2.099,0.004,8.061,374,9002,3792,4481,449,485,596,3242,2944,553,342
情報工学 大学 ランキング,2.099,-35.122,15.82,102,2454,897,1368,84,72,78,993,999,91,35
共通テスト 服装,2.099,17.07,13.205,95,2286,590,1371,580,108,36,643,728,19,11
ao入試 落ちる確率,2.099,16.093,12.954,93,2238,578,1444,291,119,101,872,685,45,21
関学 合格発表,2.099,34.983,13.81,84,2021,702,1138,164,101,43,592,831,90,103
國學院大學 学費,2.099,-2.039,16.961,69,1661,531,1009,72,82,57,619,686,50,29
成人式着付け料金相場,2.099,-8.08,17.499,67,1612,293,1199,8,31,40,573,798,67,37
共通テスト 鉛筆 ルール,2.098,-16.677,10.808,122,2939,724,1845,713,81,38,886,963,36,15
山口大学 合格発表 2023,2.098,82.662,11.545,105,2529,1024,1293,160,116,75,793,1024,165,79
私立大学 学費 4年間,2.097,-0.004,8.037,206,4970,1880,2757,120,138,601,2489,1238,122,104
大学生協 保険,2.097,25.232,14.404,129,3112,873,2096,23,325,65,950,1579,117,15
大月短期大学,2.097,-26.527,16.967,81,1954,964,860,71,192,228,606,572,172,58
全国学生保障援助会,2.096,52.92,19.579,67,1618,581,958,16,15,49,604,824,72,13
大阪大学 学費,2.096,10.514,18.655,67,1618,513,983,52,100,89,738,521,33,22
南山大学 入試日程,2.094,16.812,10.429,128,3096,1038,1795,322,106,49,903,1332,126,106
長崎県立大学 偏差値,2.093,5.686,13.337,133,3220,1424,1510,154,237,257,1109,1028,186,81
前期試験 日程,2.093,42.428,11.955,106,2566,941,1449,96,166,112,799,1081,162,64
臨床工学技士 大学,2.093,-23.256,15.717,102,2469,686,1552,156,171,146,960,801,95,31
東洋大学 入試要項 2023,2.092,16.903,6.479,341,8261,2606,5020,786,219,98,2417,3942,292,167
大学 倍率 2023,2.092,40.04,14.446,73,1770,748,854,232,130,89,636,542,43,7
佐賀大,2.091,6.705,18.417,78,1892,792,954,127,169,137,682,568,98,31
関学 学費,2.091,-1.475,16.305,74,1796,540,1147,48,130,100,774,658,19,19
作業療法士 大学,2.09,-34.673,15.842,88,2138,578,1360,136,96,108,846,697,104,37
評定平均 高校のレベル,2.09,-10.645,17.019,72,1748,317,1262,188,46,55,786,555,20,11
共通テスト模試,2.089,-14.931,11.608,153,3721,1248,1919,992,264,85,885,1094,62,25
金沢大学 薬学部,2.089,-22.882,16.391,81,1969,760,1010,202,167,110,659,587,67,53
大学生 リュック 女子,2.088,90.049,12.412,117,2846,415,2100,446,349,58,888,897,31,6
公募推薦 大学 一覧,2.087,-16.09,11.921,147,3579,1046,2206,321,88,64,1159,1653,85,36
大学生 ファッション メンズ,2.087,99.509,17.262,94,2289,707,1350,112,270,79,663,974,50,13
書留速達 料金,2.086,14.763,10.916,169,4122,1290,2573,114,217,228,1149,1635,482,198
共通テスト 2023 難易度,2.086,11.971,9.818,135,3290,1234,1791,250,126,59,1139,1469,77,31
看護専門学校 学費,2.085,-1.277,14.287,87,2124,510,1455,97,194,270,824,533,86,39
日本大学 工学部,2.085,-4.022,13.92,87,2123,1116,867,110,168,187,769,669,114,38
新潟大学 工学部,2.085,-6.59,16.625,86,2099,1013,914,125,184,105,630,754,130,63
看護科 大学,2.085,-10.326,17.753,72,1757,431,1162,119,36,55,774,578,79,13
共通テスト 平均点 2023,2.084,33.032,2.962,1645,40188,17954,18705,4156,2349,1266,11819,16066,1905,682
熊大,2.084,-1.168,13.804,129,3151,1132,1754,159,360,248,1006,907,216,108
河合塾 バンザイシステム,2.083,26.431,9.12,170,4158,1868,1910,511,228,112,1088,1809,173,36
大学入試 仕組み,2.082,-34.429,9.978,218,5334,1730,3161,243,114,222,2319,1848,203,165
金沢大学 学部,2.082,-22.05,14.062,103,2521,796,1427,280,180,92,854,714,124,83
高校卒業証明書,2.082,85.602,16.015,81,1983,716,1129,52,252,289,697,542,68,22
高等学校等就学支援金,2.081,12.111,3.972,1331,32599,11274,19826,209,298,2467,18531,9469,716,342
福大,2.081,-9.849,8.029,358,8776,3237,4787,486,778,588,2885,2756,595,276
大学生 バイト,2.081,9.276,9.378,280,6862,1890,4205,832,1563,196,1344,2408,104,48
産近甲龍 順位,2.081,-23.662,11.259,188,4607,1956,2215,315,220,257,1588,1554,308,119
学割定期券 料金 検索,2.081,35.987,13.883,130,3187,964,2043,24,71,99,1379,1329,127,80
福井大学 工学部,2.081,-13.772,18.482,79,1935,856,922,77,112,93,576,775,139,75
大学休学中の学費,2.081,4.36,17.12,74,1813,514,1179,20,108,33,517,904,133,42
履正社医療スポーツ専門学校,2.08,-52.867,11.373,149,3653,1655,1736,176,313,397,1347,1032,179,57
国公立大 試験日,2.079,15.921,4.519,818,20089,6756,11829,936,987,788,6624,8535,934,487
国公立大学 偏差値ランキング,2.079,-0.187,6.081,601,14762,6087,7535,912,585,710,5170,5744,700,327
大学 費用,2.079,1.146,14.555,96,2356,961,1289,29,124,688,1116,319,25,20
0222117259,2.079,1.906,15.593,77,1890,924,883,3,514,505,272,389,141,30
高校卒業,2.079,44.67,16.246,73,1792,823,833,83,239,265,532,427,122,56
東洋大学 合格発表,2.078,83.867,10.465,124,3048,1107,1629,393,132,41,880,1282,82,74
日本政策金融公庫 審査,2.078,5.557,13.74,87,2138,1222,827,3,89,432,865,580,103,32
和歌山大学 システム工学部,2.078,3.061,17.557,67,1646,685,850,86,101,79,478,699,101,49
大学 入学式,2.077,84.518,5.997,486,11951,3216,7827,941,472,1012,4937,3760,267,152
山陽小野田市立山口東京理科大学,2.077,-9.409,14.262,122,3000,1422,1346,191,233,201,926,1063,187,79
北海道大学 入試,2.076,9.365,9.895,183,4508,1967,2160,351,176,112,1287,1961,269,135
帝京大学 総合型選抜,2.076,-11.455,14.016,79,1946,631,1113,308,71,79,595,707,50,22
運転免許合宿,2.076,73.393,18.348,70,1724,683,923,50,147,118,575,657,98,26
自動車免許 合宿,2.075,8.741,10.246,221,5446,2246,2870,273,564,368,1828,1934,241,88
九州医療スポーツ専門学校,2.075,-36.014,12.996,103,2538,1041,1314,134,254,352,865,614,170,45
022211758,2.075,55.209,11.697,86,2121,893,1143,7,993,808,110,112,51,11
オープンキャンパス 服装,2.074,-88.178,5.22,645,15920,3671,9967,3668,608,438,5774,3872,124,56
大学 共通テスト,2.074,6.497,13.554,100,2467,1073,1261,78,71,154,1142,839,91,37
熊本大学 工学部,2.074,-0.317,15.79,89,2196,1044,955,124,153,117,682,761,178,75
藤田医科大学 学費,2.073,-0.942,12.971,106,2619,889,1540,130,150,150,985,873,172,59
静岡大学 工学部,2.072,-4.736,11.321,161,3982,1761,1919,220,198,166,1234,1589,256,151
共通テスト 会場,2.071,19.345,6.839,318,7867,2966,4259,701,340,282,2628,2997,385,217
大阪医療福祉専門学校,2.071,-42.132,13.956,116,2870,984,1686,170,363,446,904,690,153,46
関東学院大学 オープンキャンパス,2.071,-64.731,14.84,92,2276,639,1417,342,76,42,732,873,66,21
情報系 大学 ランキング,2.071,-14.347,16.876,77,1906,690,1078,101,78,53,676,822,82,29
バンザイシステム,2.07,22.176,4.332,753,18654,7905,8744,3158,1610,597,4772,6805,513,146
大学 推薦入試,2.07,-15.258,11.786,146,3616,1238,2113,199,92,198,1633,1241,83,36
多摩美術大学 学費,2.07,-0.04,15.004,99,2452,736,1567,79,93,94,853,1058,138,65
三重大学 合格発表,2.07,41.409,13.748,90,2230,875,1190,172,114,77,626,959,99,82
岐阜市立女子短期大学,2.07,-48.677,17.093,77,1907,626,1164,72,155,188,690,552,150,54
新潟県立看護大学,2.07,-4.839,17.571,76,1882,641,1078,158,180,174,585,534,131,40
公募制推薦とは,2.069,-52.58,13.271,101,2506,725,1477,470,132,102,834,727,49,15
大学 学費 ランキング,2.069,6.744,14.288,74,1835,824,901,59,95,166,768,627,68,13
大原専門学校,2.068,-4.277,5.803,681,16904,4731,10827,888,1336,1316,5603,5565,1145,303
022 211 7258,2.068,-7.016,6.004,440,10926,4429,6193,6,4082,5860,456,283,101,39
広島県立大学 偏差値,2.068,9.253,20.475,74,1837,684,1008,73,51,80,732,679,82,62
九工大,2.067,-1.286,10.327,200,4971,2172,2413,254,615,395,1633,1512,272,100
長岡造形大学偏差値,2.067,-27.245,17.868,78,1939,768,1011,91,108,86,613,735,142,66
関西大学 オープンキャンパス,2.066,-135.82,7.338,394,9797,2538,6176,1286,265,158,3416,3689,204,120
関大 オープンキャンパス,2.066,-62.504,15.49,124,3084,688,2091,383,117,40,1143,1179,42,22
公務員 専門学校,2.066,-19.03,14.808,110,2737,944,1593,150,373,217,928,910,64,9
車保険 年齢,2.066,18.953,15.707,99,2463,859,1462,22,221,248,671,1044,144,42
学生総合共済 コロナ,2.066,-75.577,12.534,80,1990,602,1298,7,285,17,394,1172,83,5
仙台医療福祉専門学校,2.066,-20.412,16.644,78,1940,711,1074,106,233,338,665,396,91,27
県立大学,2.065,-0.031,11.41,180,4481,1613,2516,181,276,455,1746,1241,299,103
和歌山県立医科大学 薬学部,2.065,-27.017,16.089,73,1817,696,956,160,110,102,627,605,91,34
成人式写真撮影のみ,2.065,30.499,18.072,71,1768,268,1384,9,37,17,634,934,65,19
就学支援金制度 高校 年収,2.064,-0.011,6.668,536,13361,3309,9402,110,70,835,7777,4008,219,117
高校生バイト探し,2.064,-19.122,14.352,93,2318,526,1433,571,63,64,775,568,41,16
代ゼミサテライン予備校,2.063,-18.954,15.909,93,2321,803,1357,182,101,84,957,840,64,23
大阪公立大学 工学部,2.063,0.316,13.597,87,2170,1020,972,209,145,40,617,856,113,93
ヤマダ電機 一人暮らし 家電セット,2.062,31.432,13.535,86,2148,770,1265,15,178,204,789,807,99,10
関西医療学園専門学校,2.062,-35.526,17.45,70,1749,740,885,94,140,231,601,456,110,46
新幹線学割 買い方,2.061,-1.671,9.815,245,6124,1517,4105,259,775,84,2003,2499,172,81
新潟医療福祉大学 偏差値,2.061,-16.703,14.333,106,2651,1163,1255,200,199,177,869,850,155,61
成蹊大学 学費,2.061,-0.894,15.226,94,2349,761,1410,107,100,85,824,996,93,71
共通テスト 平均,2.061,25.806,14.14,71,1775,847,767,257,132,94,527,590,60,30
近畿大学 オープンキャンパス 2022,2.06,-157.126,7.167,304,7606,2018,4735,1022,215,154,2709,2747,163,74
臨床検査技師 大学,2.06,-27.967,9.033,288,7206,1853,4744,483,338,395,2898,2352,308,115
大学資金いくら必要,2.06,-1.316,14.763,76,1901,456,1350,7,56,562,970,234,23,9
大学合格発表,2.059,61.583,8.72,220,5508,1858,3255,140,144,219,1878,2256,448,217
東海大学 入試要項 2023,2.059,5.282,13.217,82,2053,765,1124,165,61,39,602,939,99,59
常葉大学 オープンキャンパス,2.059,-147.874,18.397,71,1779,444,1104,298,71,42,660,517,30,14
スタジオアリス 成人式,2.058,-3.417,4.904,947,23737,3499,18681,575,1404,716,9736,9859,573,209
高等学校就学支援金,2.058,-6.431,13.603,162,4060,1130,2748,40,44,320,2364,1129,74,31
埼玉大学 経済学部,2.058,4.527,19.035,66,1655,738,728,242,116,73,466,516,98,46
大学生 髪型 メンズ,2.057,41.283,11.993,152,3814,1436,2043,272,728,70,1127,1413,26,15
貸与 読み方,2.056,-0.18,8.138,379,9522,3677,5238,239,830,1609,3606,2259,537,160
自動車学校 期間,2.056,25.043,9.295,290,7289,2997,3724,398,723,387,2208,2826,356,98
成人式スーツ,2.056,21.62,13.326,87,2185,695,1315,28,310,57,827,826,45,14
大学生 バッグ,2.056,65.744,18.233,71,1783,436,1174,209,333,65,612,454,17,15
駿台 共通テスト,2.055,15.284,8.209,201,5057,2449,2187,576,270,169,1331,2211,248,48
近畿大学 工学部,2.055,-1.92,13.658,156,3923,2067,1553,189,272,223,1188,1476,271,143
後期日程 国公立 一覧,2.054,12.762,14.785,78,1963,753,1053,148,60,47,595,920,81,35
香川県立保健医療大学,2.054,-46.652,17.073,77,1939,690,1093,102,188,186,642,524,153,61
金沢大学 オープンキャンパス,2.053,-151.614,13.54,133,3350,935,2023,420,82,50,1313,1172,45,32
早稲田大学 学費,2.051,0.005,5.917,497,12551,4724,6990,359,420,687,4694,4975,592,387
就職率の高い大学,2.051,-18.623,16.29,92,2323,631,1501,212,88,69,908,815,88,44
おおぞら高等学院 学費,2.051,-0.108,17.267,73,1843,399,1322,88,29,109,919,558,37,35
大阪ハイテクノロジー専門学校,2.05,-20.906,15.967,82,2072,944,974,114,278,275,671,504,121,39
東京電機大学 オープンキャンパス,2.05,-99.076,15.526,67,1693,580,974,168,67,29,520,779,43,16
青森保健大学,2.05,-31.364,17.944,67,1693,720,845,77,93,145,593,525,142,42
