検索クエリ,関連度,検索時間差,検索時間差の標準誤差,重複UU,ログインUU,男性ログインUU,女性ログインUU,10代以下ログインUU,20代ログインUU,30代ログインUU,40代ログインUU,50代ログインUU,60代ログインUU,70代以上ログインUU
103万円の壁,1.81,1.45,28.043,22,32479,12602,18022,285,3133,4584,10509,9638,3027,529
中学生,1.81,2.964,28.296,17,25116,9563,13071,1324,1585,3775,10698,4700,993,533
スナップスナップ ログイン,1.81,6.067,53.874,11,16248,4039,11604,139,222,3124,8080,3870,416,213
教育資金贈与,1.809,1.505,42.102,15,22186,10661,10605,42,555,3172,7413,6456,2439,1717
伊奈学園総合高等学校,1.808,57.497,38.166,12,17763,6359,10111,714,1001,1899,7636,4584,818,369
不倫 慰謝料 相場,1.807,151.018,33.265,10,14818,6489,7677,58,2104,5308,4468,1936,494,167
武蔵野大学 偏差値,1.805,15.157,38.29,15,22264,7998,12581,1348,1769,1609,6820,7932,1352,567
本初子午線,1.805,52.405,64.103,10,14849,6008,7566,734,2092,2480,5649,2167,638,313
女の子 髪型,1.804,9.524,26.936,15,22288,6583,14453,284,771,9800,9322,892,390,208
gmarch,1.803,76.763,37.219,15,22304,10071,10795,1210,1202,1997,9089,5993,1375,669
使い捨てカメラ,1.803,23.47,46.818,11,16358,4678,10666,309,1148,3077,8112,2279,616,349
突き指 テーピング,1.803,-77.077,36.082,10,14871,4267,9581,664,764,2890,7792,1885,251,91
帯分数とは,1.802,20.372,28.043,12,17873,6451,10259,329,995,2998,8283,2801,1285,569
マナカ マイナポイント,1.802,14.09,59.97,10,14895,5714,8501,76,393,1747,4930,4630,2000,799
身長伸ばす方法,1.801,-8.879,25.535,35,52153,18641,27564,3904,3967,7592,21961,8329,1661,866
自転車 タイヤ交換 料金,1.801,11.008,42.381,12,17882,7854,9331,177,1304,3737,7022,4169,897,312
不登校の親の特徴,1.8,10.486,25.112,23,34325,7551,24763,242,279,3898,18340,8734,1247,714
英語 アプリ,1.8,-17.75,27.225,19,28338,9739,16959,323,1235,4717,10500,7151,2701,895
児童手当 所得制限 2023,1.799,104.792,20.704,34,50794,19548,29231,149,1444,15853,22755,6739,2173,902
ひらパー チケット,1.798,33.703,39.375,16,23906,6316,16071,799,2268,5713,10231,2982,863,292
あんしんフィルター 解除方法,1.798,80.037,48.888,11,16445,5545,9695,1006,455,2139,8838,3051,167,97
模試ナビ,1.795,-1.171,33.86,11,16488,6134,7559,5894,1362,358,3116,3617,302,142
あんしんフィルター,1.794,-6.12,25.869,47,70513,26129,39927,1592,966,8134,39904,15691,1357,685
住宅ローン シュミレーション,1.794,-0.14,26.91,19,28518,16634,11071,42,2466,12817,8938,2945,869,236
子供 自転車,1.791,-118.074,60.161,11,16557,7629,8402,19,442,7232,6939,1061,484,180
パート 求人,1.789,47.603,25.999,41,61853,6093,52095,125,1854,12660,23230,17898,3863,767
擦り傷 早く治す,1.789,-21.596,46.327,11,16598,5232,10428,266,1005,3236,5961,3692,1433,527
アメリカ 金利,1.787,37.728,40.445,13,19655,15131,3937,39,1015,4050,6255,4854,2445,731
都立高校,1.786,59.83,30.475,20,30252,10749,17568,872,687,1666,12258,9617,2648,1605
フェキソフェナジン 子供,1.786,14.446,45.147,10,15123,2168,12255,48,441,6003,7187,806,275,112
整数とは,1.785,-4.644,28.688,28,42415,16512,22566,1626,2007,6388,18912,7785,2413,1389
フォートナイト 年齢制限,1.785,-16.531,30.47,20,30295,11661,16771,598,453,7120,17176,3420,317,191
抗原検査キット 無料,1.784,-27.188,43.227,10,15164,5434,9115,56,924,3311,5259,3891,1190,280
名城大学付属高校,1.782,-16.571,41.717,10,15187,4537,9480,622,429,744,7924,4019,431,337
うちわ,1.778,54.711,33.432,14,21345,5080,14969,821,3634,4370,6005,3877,1472,561
日能研,1.777,0.012,12.931,56,85498,29172,52369,673,2111,12674,45898,16634,4244,1785
遊園地 ランキング,1.775,-86.016,40.464,14,21418,10610,9669,422,2033,5465,9513,2592,583,261
映画 料金,1.775,34.134,49.566,12,18346,5330,11905,545,1737,3954,6531,3938,933,163
髪型 セミロング,1.771,10.029,32.931,15,23028,1207,19898,245,1434,7536,7307,4262,1029,249
バスケットシューズ,1.77,55.138,48.986,15,23053,11963,9868,290,731,3176,11396,5213,1113,503
美容師 年収,1.77,-1.804,35.933,13,19993,8030,10510,854,2981,4714,6507,3222,704,267
高校入試,1.769,86.826,19.187,16,24630,9224,13485,821,870,2062,11520,6375,1179,769
漢字検定 日程 2023,1.768,44.345,18.019,28,43139,8669,32138,500,895,5996,24292,8073,1529,821
吹奏楽,1.768,-33.204,35.309,13,20022,7765,10733,659,1096,2475,7320,4803,1763,987
夏休み 旅行 2022,1.767,-146.717,30.772,13,20040,6132,12873,184,1085,2756,8589,5831,929,252
スシロー 子供 3皿,1.766,-91.233,34.129,10,15439,3242,11689,38,604,8389,5352,501,267,116
子ども手当 所得制限,1.765,27.934,37.593,16,24727,10788,13031,51,352,7511,13319,2148,652,360
合唱コンクール,1.763,-2.023,30.975,11,17036,5362,10331,476,836,2020,6461,4092,1625,716
男の子髪型短,1.762,-33.38,37.196,15,23234,3058,18937,114,357,8124,12576,1132,248,154
サッカーボール 4号,1.761,21.63,51.117,11,17065,8113,8139,91,258,4908,9116,1522,504,285
希望ヶ丘高校,1.759,44.419,46.994,13,20215,8154,10449,1019,1209,1720,8027,5367,1205,685
ワイモバイル 解約,1.759,130.084,50.57,12,18656,9305,8872,134,1371,4413,6254,4450,1359,549
埼玉県 高校 偏差値,1.759,33.605,42.631,10,15540,6713,7917,237,451,1864,7213,3842,922,543
バス 時刻表,1.758,-6.885,41.473,13,20228,7503,11345,900,2600,5362,6451,2874,810,511
公文,1.757,-0.496,33.113,24,37386,9071,26490,273,1376,10052,18021,4801,1422,721
課税証明書,1.757,6.46,34.347,12,18690,8734,9284,39,1654,5742,6185,3565,1002,264
因数分解,1.756,19.935,24.446,23,35844,15893,16549,2929,4704,5804,12190,5827,1485,901
児童手当 所得制限,1.756,2.925,40.438,11,17154,6963,9646,43,1035,7270,6678,1328,450,209
小学3年生,1.755,-8.115,22.675,11,17164,6069,10175,70,268,3567,9204,2186,924,522
自転車 スタンド,1.754,-47.664,38.856,10,15625,10482,4669,118,470,3300,6312,3235,1337,677
乗換,1.753,-123.354,31.21,11,17197,9219,7458,92,812,4247,5792,3573,1597,971
ユニバーサルスタジオジャパン 待ち時間,1.752,-2.629,42.131,13,20354,6929,12317,473,2647,4601,7925,3544,454,159
あやとり,1.752,32.51,47.73,13,20340,5827,13395,357,1415,6612,7631,1884,1225,680
ゼルダ 新作,1.752,66.848,38.056,10,15652,9568,5447,143,2117,5713,5369,1475,429,141
むね肉 レシピ 人気 殿堂,1.752,37.333,48.577,10,15645,1983,12784,38,230,2764,6716,3952,993,571
スクールカウンセラー,1.751,-7.966,40.088,15,23510,5513,16414,507,1440,4015,10502,4638,1304,349
東進,1.75,8.949,20.15,35,54900,23265,27381,4203,2237,3292,19474,19304,2955,1345
クリスマスプレゼント 子供,1.75,4.592,23.577,14,21964,6258,14435,136,721,6626,8947,2569,1777,547
共通テスト 平均点 2022,1.75,35.593,30.212,10,15691,7287,6750,2041,1146,486,4439,5762,629,249
英検3級,1.749,13.35,21.613,56,87904,26082,55038,3171,1768,6279,47975,20202,2635,2062
30代 貯金額平均,1.749,-93.349,31.964,12,18840,8334,9794,21,1417,15437,1050,185,348,134
華原朋美 身長,1.749,-64.441,32.138,12,18832,2138,15769,107,605,3795,8643,4429,728,191
リコーダー,1.748,-6.952,26.82,17,26706,7262,17864,399,1022,5506,11532,3754,2114,1510
英会話教室,1.748,-0.026,27.2,12,18854,5457,12367,162,2187,3890,5798,4224,1545,628
開智中学校,1.748,-13.633,34.147,11,17292,5234,11156,201,246,1850,9621,3643,753,566
メイク,1.746,60.374,35.379,17,26768,4828,19710,969,2689,6152,8955,4905,1410,522
成長曲線 男子,1.745,10.872,46.144,12,18905,3419,14768,62,632,8804,6959,1467,534,181
クロサギ 最終回,1.744,73.896,30.446,10,15779,4002,10878,174,1369,3697,4736,3695,1422,302
都立高校 偏差値 2023,1.743,108.862,23.437,26,41070,13380,25598,380,624,2865,18216,13229,2885,1929
お金を貯める方法,1.743,-15.324,24.008,18,28441,7959,18605,372,3409,6500,9320,6129,1419,350
ゆーえすじぇー チケット,1.743,-6.099,33.5,15,23691,6633,15595,325,1884,5249,11334,3186,861,244
じゃんじゃん亭,1.743,-94.296,38.216,15,23685,11259,11221,554,2915,4949,7849,5136,1276,355
ニンジャパーク,1.742,-20.56,46.459,12,18976,6434,11773,208,1405,5506,8986,1881,437,205
夏休み 工作,1.741,-89.113,26.176,16,25319,7286,16601,156,291,6747,13129,2750,1019,502
eccジュニア,1.74,-1.361,22.716,32,50696,9873,38134,341,1316,13135,23794,7352,2618,1047
マイナポイント 子供 口座,1.74,54.877,40.088,11,17424,6578,10301,33,471,6392,8481,1575,204,108
小学生 平均身長と体重,1.739,-3.879,25.653,22,34874,13284,19486,526,994,7896,17929,4091,1167,1183
都立高校 偏差値,1.739,-52.452,33.362,14,22206,7576,13359,419,750,2052,10045,6300,1297,742
逆上がり コツ,1.739,-62.09,55.464,10,15851,5226,9819,104,398,4663,7752,1468,670,418
コストコ 守山,1.738,4.77,46.243,11,17464,5975,10853,72,1144,4876,6355,3716,855,202
ソフトテニス,1.737,-34.955,34.027,15,23829,12940,8998,811,1155,3228,9288,5603,1706,841
スポーツブランド,1.737,-50.505,37.879,10,15894,4537,10246,346,1538,3218,5210,3421,1227,305
新ニーサ いつから,1.737,-16.194,53.147,10,15887,10306,5086,12,1341,5261,5217,2764,936,197
英検4級,1.736,16.032,24.118,28,44534,11744,29898,783,501,4059,27213,8389,1083,995
小学生,1.736,-25.924,24.659,19,30218,11027,17302,694,1764,7520,12890,4088,1499,839
キャンプ 持ち物,1.736,-107.681,31.338,17,27031,9504,16450,167,3203,8665,10961,2642,714,248
プール コロナ,1.736,-33.234,25.516,11,17488,4943,11574,157,734,4076,9245,2153,483,220
明和高校,1.735,-38.573,35.115,11,17514,6455,9703,757,909,1818,7559,4109,995,590
オープンキャンパス 服装,1.735,-26.775,36.037,10,15920,3671,9967,3668,608,438,5774,3872,124,56
小児科 何歳まで,1.734,61.841,30.365,30,47802,11590,33428,722,2149,8579,24929,8534,1096,606
auじぶん銀行 住宅ローン,1.734,-5.845,29.124,16,25498,15396,9337,34,1526,10256,8894,3400,879,259
クリスマスケーキ 予約,1.733,-2.542,30.289,14,22337,5708,15753,128,4116,7288,6346,3057,881,236
原宿 竹下通り,1.732,-51.997,21.862,17,27138,6978,18260,1424,2668,4451,11384,4933,896,420
漢字検定 過去問 無料,1.732,-7.84,54.433,10,15965,4577,10629,133,232,1803,8100,3276,1352,755
住宅ローン 金利 今後,1.729,31.594,28.403,16,25620,15269,9400,29,688,6909,9913,5538,1667,477
幕張総合高校,1.729,12.826,31.839,13,20826,7659,11655,923,1167,2085,8643,5464,1145,541
フリード 新型,1.727,18.851,37.113,14,22458,11039,10461,82,1439,8316,7438,2936,1221,533
桃狩り 山梨,1.727,-201.095,41.599,10,16054,6943,8496,42,1142,3068,5109,4348,1580,498
つるかめ算とは,1.725,-12.6,44.695,11,17690,6803,9881,264,1121,2803,7798,3113,1320,784
ハーシス id 届かない,1.724,10.761,25.992,12,19323,5927,12585,47,947,4781,7962,4149,890,216
帝京平成大学 偏差値,1.723,17.927,25.915,13,20942,8580,9957,2511,2777,1594,6079,5435,725,318
人権作文,1.723,-181.886,50.62,11,17715,5111,9854,1818,436,1624,8280,2995,382,221
うどんだし レシピ,1.723,29.667,50.725,10,16112,5790,9415,124,1523,4301,5418,3037,976,288
レピピアルマリオ,1.722,1.418,29.89,25,40307,6048,31486,979,1429,6945,23327,5365,593,346
オープンキャンパス,1.722,4.156,27.596,15,24187,7403,14541,2559,977,1244,9619,7771,601,253
フルルガーデン八千代,1.721,-19.743,44.724,11,17756,6698,10246,142,937,3770,6193,4559,1378,435
パート,1.72,-9.045,28.845,29,46882,12383,31887,188,2099,9306,16113,11942,4740,1472
pta,1.72,37.728,34.056,23,37177,16584,18915,158,1558,8695,16534,6738,1947,902
月 今日,1.719,-24.569,30.281,14,22655,6965,14480,495,3623,5880,7463,3605,867,206
sp500 チャート,1.719,-14.539,31.83,10,16172,12608,3086,19,745,3684,5353,3928,1764,506
新幹線 子供料金,1.718,-37.287,30.743,24,38880,14682,23023,84,1049,16281,17298,2581,871,361
コノシロ 食べ方,1.718,-31.362,44.705,11,17820,10461,6613,59,745,3002,6407,4526,1878,783
olive 三井住友,1.717,61.519,29.616,11,17831,12364,5030,78,1767,3862,5044,4435,1947,584
0120 925 235,1.717,-23.469,47.893,10,16208,8148,7706,11,2260,7635,4086,1628,418,76
キッズデュオ 料金,1.717,28.686,49.868,10,16203,1895,13738,18,208,7502,7176,666,329,151
自然数とは,1.716,-0.121,32.262,21,34060,13343,16856,3018,1845,2530,14528,6570,1736,1259
佼成学園,1.716,8.014,40.517,12,19478,8956,9493,451,905,1767,7693,6031,1481,654
カンコー学生服,1.715,-29.368,33.423,12,19483,5561,12827,333,469,1763,9867,5367,964,235
40歳 平均年収,1.715,-33.43,32.601,11,17864,12755,4433,54,589,3908,11673,644,415,281
ボーナス 手取り,1.715,-65.162,43.721,11,17861,8525,8593,43,3019,5452,5836,2664,454,127
お弁当 子供,1.714,-101.339,38.609,17,27644,2636,23409,83,474,10586,13864,1384,416,205
チック 子供,1.714,-13.934,36.561,15,24392,3881,19168,60,631,8477,10502,2323,1365,440
教育委員会,1.714,18.107,41.775,12,19517,7840,10438,433,1124,3564,7920,3873,1420,601
奨学金 所得制限,1.714,20.033,41.349,12,19500,6243,12238,193,355,1325,9228,7185,596,211
年収1000万,1.713,22.178,15.661,52,84629,48706,31996,861,6002,18959,31996,19480,4421,1039
子供がコロナになったら,1.713,-106.739,25.555,15,24416,7319,15932,68,431,7149,11705,3243,889,383
子供の身長予測,1.711,3.526,44.871,11,17932,3878,13090,212,1606,5999,7056,2049,385,209
水イボ 放置すると,1.709,-84.024,27.9,19,31042,5567,23924,105,665,12476,12427,2811,1457,472
工作 小学生,1.709,-113.608,28.522,11,17975,4963,12056,85,385,4265,9450,2046,856,442
自由の森学園,1.709,-50.932,41.847,10,16334,4826,10579,325,664,1884,7098,4147,1196,554
花まる学習会,1.707,55.502,28.592,13,21284,3602,16769,80,309,5059,11844,2639,671,370
書類 収納,1.707,-0.631,31.038,12,19649,3286,15405,47,1244,5605,6492,4149,1285,431
別居 離婚 どちらが得,1.706,52.593,41.409,12,19676,5555,13130,44,440,4409,7999,4812,1224,323
子供 髪型,1.704,-130.184,28.434,21,34472,16526,16411,93,853,15115,15703,1430,381,221
ポケモンカード コンビニ,1.704,140.623,46.968,13,21340,9753,10649,266,2294,7440,7873,2200,605,206
下半身痩せる方法,1.704,47.029,46.068,10,16426,2373,12969,218,1428,4017,6033,3389,685,173
男の子 髪型,1.703,-4.009,22.87,43,70703,11790,55492,415,1775,31261,31428,3075,875,462
スパイファミリー グッズ,1.703,-137.149,32.712,19,31244,10083,19464,333,2275,7493,13365,5318,1372,291
ちいかわ ハチワレ,1.703,38.79,50.667,10,16442,4252,11177,430,2366,4690,5338,2330,674,170
英検 申し込み,1.702,29.498,17.422,46,75684,16336,53972,3862,1924,4203,39973,21075,1437,711
食べ放題,1.701,-26.541,29.551,27,44492,20191,21599,1140,3363,7913,16642,10647,2578,828
公立高校 合格発表日,1.701,145.576,47.61,11,18113,4915,11939,360,317,1468,8742,4827,1016,684
熟語とは,1.698,27.163,41.111,10,16515,5167,10094,418,745,2757,7730,2672,873,615
科学博物館,1.697,-17.93,29.103,26,42992,17172,23927,336,2420,8039,17206,8209,4184,1834
ナガシマスパーランド ホテル,1.696,-18.407,28.897,13,21511,7339,13109,287,2013,5683,8355,3016,1208,456
株 税金,1.696,-34.127,39.38,10,16546,11813,4232,47,1395,4338,5336,3466,1388,432
アンブロ,1.694,3.227,47.466,12,19911,10497,8471,202,1302,4299,8153,3877,1274,398
肉離れ 全治,1.694,25.86,38.515,11,18244,9799,7371,422,1303,3087,6734,4294,1286,493
fx 税金,1.693,-0.261,29.176,13,21578,16626,4335,41,1344,4722,7660,5252,1723,631
感謝の言葉,1.692,-38.216,20.829,13,21612,8343,11789,244,857,2040,6214,6908,3286,1217
パントリー収納,1.691,-78.498,48.197,11,18308,3001,14430,31,826,6359,6320,3006,1156,240
クリスマス チキン,1.691,-16.782,40.704,10,16637,5889,10105,78,1696,5724,5964,2272,511,173
主婦ジョブパート,1.69,-120.077,34.091,21,34976,4010,29100,76,533,6186,15504,10103,1636,284
バッタ エサ,1.69,-37.543,29.603,12,19986,6703,12323,76,426,7325,8644,1613,895,528
きれいめファッション,1.689,66.742,51.108,10,16666,3182,12447,242,2245,4739,6091,2299,486,112
マイナポイント 子供の分,1.688,-10.154,12.466,134,223529,62809,152567,646,7317,75349,107400,23874,4488,1565
大学受験,1.688,-0.829,23.208,23,38375,12496,23008,1594,885,1185,14776,16125,1511,895
ランドセルラック,1.688,86.182,33.678,12,20032,3377,15852,37,345,8576,8982,1124,511,178
雛寿司 食べ放題,1.688,-28.9,41.23,10,16685,7256,8774,73,1515,3481,5656,4952,457,272
体育館シューズ,1.687,-34.825,48.294,13,21712,6535,13894,427,1435,5176,9928,3106,739,369
キッズ携帯 おすすめ,1.687,74.123,35.579,10,16710,4505,11563,42,165,6084,8577,1191,293,141
スポーツ保険,1.686,-9.444,32.926,22,36783,16414,18984,118,1067,6708,16580,7773,2606,1413
球の体積,1.686,-26.469,37.128,12,20056,9992,7666,2222,2107,1366,6158,3830,1801,933
みなし陽性 証明書,1.684,-163.375,38.176,10,16754,4436,11626,32,842,5414,6995,2524,538,139
40歳 妊娠率,1.683,-94.094,25.428,10,16768,3284,12767,27,241,2994,11996,740,307,174
ラウンドワン スポッチャ,1.682,10.717,22.37,45,75519,24065,46116,3534,9740,19768,31363,6868,915,414
娘と合わない母親の共通点,1.682,-10.624,65.612,10,16791,1490,14227,55,163,1738,6173,6042,1798,347
貯金 1000万円 超えたら,1.681,-0.004,35.628,17,28564,11541,15632,67,2152,8674,9376,5387,1800,515
旦那 死んでほしいい,1.679,1.825,29.507,16,26933,3514,21966,101,1611,9128,10423,4170,747,172
七五三 写真,1.679,-90.034,43.081,10,16833,4175,11989,33,430,6869,7196,1003,776,291
スマホ 写真 プリント,1.678,-44.72,42.029,10,16855,5929,10120,85,1193,4304,5234,3800,1392,502
長靴 キッズ,1.677,-45.587,22.65,12,20254,2359,16857,29,310,7556,10052,1249,538,152
老人ホーム費用,1.676,-5.844,24.968,27,45576,21872,21510,101,1313,4869,11425,16148,7432,3148
英検 二次試験,1.676,9.849,45.521,10,16881,3525,11839,1433,536,870,8958,3960,214,87
副業 ランキング,1.675,20.507,38.746,17,28744,15510,12029,91,3359,8555,9955,5179,891,223
映画 マリオ,1.675,80.017,33.764,10,16902,6958,9104,253,1383,5032,7058,1832,731,239
千葉県高校偏差値,1.674,5.078,53.249,10,16914,7177,8581,301,393,887,6340,5573,1835,915
ジュニアnisa,1.673,-39.847,14.039,96,162665,69987,87553,584,6296,59943,68916,19458,4133,1791
漢検 申し込み 2022,1.673,43.361,37.438,13,22011,3739,16838,697,1003,2650,11064,4883,702,339
感覚過敏,1.673,-46.678,46.343,11,18638,3595,13799,332,2146,4931,6524,2884,932,350
癌 初期症状,1.672,163.211,27.503,11,18658,8099,9386,375,2922,6165,5482,2226,489,420
新nisa,1.671,31.995,23.226,29,49217,33743,14117,42,3725,13919,17353,9806,3118,832
ニンテンドー プリペイドカード,1.67,47.625,32.47,16,27192,13198,12744,284,2309,7555,12404,3400,488,243
サッカーボール イラスト,1.668,-55.979,49.619,10,17018,4006,11978,394,1296,4097,7084,2336,845,414
年収 手取り,1.666,-2.348,22.901,18,30716,16873,12628,84,4264,9530,9741,4964,1382,318
埼玉県公立高校倍率2023,1.666,130.638,39.063,11,18769,6258,11210,745,419,965,8163,6018,1015,726
ドコモ キッズ携帯,1.664,78.633,39.03,20,34183,10604,21833,66,405,9833,19307,3224,460,279
マイナポイント 子供,1.663,-4.71,31.868,22,37646,19996,16398,110,694,10655,19756,4951,617,434
児童扶養手当,1.662,-7.414,20.399,48,82178,19321,59196,332,3822,25696,34965,11577,3118,1244
インフルエンザ 検査,1.662,101.449,25.717,24,41112,10678,28462,204,2999,13794,16779,4918,1226,351
希望ヶ丘,1.662,70.694,39.038,11,18843,8960,8778,180,771,3573,6361,4362,2126,835
かんあきチャンネル,1.659,-53.357,34.441,21,36057,9132,24430,753,832,11914,16524,2529,1214,892
自転車置き場,1.659,-41.376,48.733,12,20608,10096,9612,87,391,5285,8921,3566,1360,599
西武園 プール,1.659,-59.208,32.649,11,18888,8082,10094,147,963,4411,9288,2877,622,249
ツーブロック 子供,1.658,108.163,46.87,19,32661,5535,25440,139,401,11206,18152,1670,270,162
大谷高校,1.658,-31.526,40.575,10,17197,6404,9322,893,871,1363,7213,4541,950,529
学資保険,1.655,-10.811,18.706,49,84542,37989,43019,239,6994,31606,28641,10258,3962,1383
妊娠7ヶ月,1.655,18.966,48.446,10,17254,2053,14374,44,2205,9509,3049,1068,864,142
10円玉 きれいにする,1.655,37.444,37.319,10,17242,6396,9781,251,626,2576,6674,4018,1872,624
北辰テスト,1.654,-11.052,29.157,20,34518,11779,20415,1082,1174,3305,17314,8852,1082,498
浮気 見破る方法,1.653,9.597,25.661,12,20735,6031,13404,146,2985,5911,6681,3588,629,208
デカパトス 2022,1.653,-134.488,45.701,10,17285,6565,9899,271,673,4944,8478,1923,442,177
オープンキャンパス 2022 大学,1.65,-60.229,27.615,18,31207,8685,19798,2594,496,511,12118,12908,784,265
オロパタジン 子供,1.65,-30.752,44.836,10,17329,1803,14707,57,235,6792,9014,620,178,130
年収500万 手取り,1.65,3.198,44.353,10,17326,8525,8111,66,2467,6377,5161,2337,549,125
高専,1.649,44.811,39.011,13,22548,10252,10897,710,1549,2922,8512,5827,1614,785
タブレットケース,1.649,46.461,34.607,12,20821,4355,15363,299,712,4257,9188,3737,1374,767
ミライコンパス,1.648,-12.974,44.301,11,19103,5563,12686,296,182,1546,11835,4548,263,142
中央値とは,1.647,-64.905,29.21,13,22603,10968,10146,596,1879,3996,8800,4469,1465,560
マツモト物置,1.647,28.5,45.295,13,22596,10966,10914,21,961,9690,8225,2501,743,171
近大附属高等学校,1.646,13.107,40.034,14,24356,9057,13367,887,745,1804,11570,6411,1157,679
庭 おしゃれ,1.646,41.748,36.134,14,24352,10375,12716,60,589,5760,8576,5850,2163,714
子供手当,1.646,47.019,45.973,13,22619,10757,11011,66,977,8440,9250,2389,839,351
概数とは,1.645,-63.478,35.414,22,38336,14881,21092,632,1213,7212,21066,5126,1241,630
テーピング,1.645,-19.706,36.915,10,17425,7481,8822,621,1409,2944,6249,3882,1165,536
チャレンジ,1.643,43.753,29.412,26,45392,14420,28970,283,1409,13372,19500,6488,2632,954
キャンプ場 関東,1.643,71.986,40.658,12,20940,11336,8930,101,1265,4350,8111,4802,1603,430
小説 無料,1.643,-11.212,27.636,10,17459,4885,11240,409,1259,2537,5205,4705,1860,795
ユニバーサルスタジオジャパン 混雑予想,1.642,-4.691,38.381,23,40183,12337,25708,288,2513,10081,19137,5688,1185,296
薬剤師 年収,1.641,3.251,26.849,32,55971,24349,27871,1819,6655,11884,18485,10935,3055,1214
ペッピーキッズクラブ,1.641,30.361,35.563,14,24485,5427,17961,81,1161,11081,9535,1589,454,172
年収800万,1.641,63.172,37.315,11,19241,13890,4495,126,900,5397,9054,2774,457,136
車酔い 治し方,1.641,-107.696,42.149,11,19230,5627,12198,749,3178,5125,6181,2359,665,222
ららぽーと 映画,1.641,26.816,42.047,10,17485,6140,10494,443,2847,5173,5933,2235,425,113
保険証 種類,1.64,80.017,29.932,19,33247,8134,23397,190,3416,12684,11845,3240,802,335
関西 お出かけ,1.64,-24.867,34.052,15,26253,9152,15868,291,4138,7597,8003,4492,1006,211
株式投資,1.639,55.234,24.9,13,22791,17067,4703,121,1726,3862,6188,5720,3103,1554
マイナンバーカード 子供,1.638,-16.217,36.739,20,35078,10967,22625,77,653,12176,17510,3158,543,388
はまぎん こども宇宙科学館,1.638,-69.954,35.356,13,22793,6449,15439,110,512,6579,11417,2439,854,544
横浜 子供 遊び場,1.638,4.376,34.231,10,17550,5169,11833,19,588,8553,6801,866,395,123
iphone se 第2世代 ケース,1.637,-103.073,41.714,11,19309,9421,9013,213,823,3382,6549,5387,2023,533
化粧水 ランキング 40代,1.636,0.459,42.006,16,28118,2788,23832,53,145,2502,22328,2111,154,245
大学 偏差値 2022 ランキング,1.634,-53.686,17.081,54,95086,47499,41553,2444,2929,6116,31515,34909,9393,4453
リフォーム 相場,1.633,-8.237,27.608,14,24686,10643,13021,62,1316,5136,7044,6832,3161,704
タイブレークとは,1.633,-60.226,36.007,11,19388,7895,10287,325,1064,2330,6317,5119,2308,1206
マイナポイント 子供の分 やり方,1.632,-21.516,28.622,18,31770,14606,16470,50,476,8838,16260,5290,494,171
緑茶 カフェイン,1.632,80.361,47.25,14,24711,7638,15866,260,3714,8413,6098,3794,1446,468
桜まつり 2023,1.632,147.773,32.778,12,21181,7056,12810,724,2776,5050,6707,3765,1136,315
サマーランド チケット,1.632,-66.304,30.447,12,21181,6960,13219,539,2491,5173,8901,2900,501,202
サイクルスポット,1.632,30.16,42.711,11,19421,9250,9419,96,648,3402,8020,5033,1432,526
マイクロバス レンタル,1.632,-10.508,57.494,10,17650,11067,5963,58,823,3809,7105,3858,1335,372
トランポリンパーク,1.631,13.383,41.209,22,38870,12749,23918,1128,3921,9783,18164,3614,828,344
読売ランド,1.631,12.936,33.276,17,30028,12168,16401,575,3977,7160,11075,4604,1333,678
ポケモン映画,1.631,-20.155,47.292,11,19422,8922,8997,727,5932,5540,3999,1792,509,141
usj マリオ 整理券,1.631,41.082,36.265,10,17670,6157,10825,204,1812,5503,7887,1584,341,110
ゲームセンター,1.63,33.067,29.756,17,30066,15380,13047,632,2687,7264,11445,5265,1487,453
ナガシマスパーランド チケット,1.63,47.585,39.526,12,21225,6805,13007,1031,3311,3706,8405,3270,580,204
環境,1.63,-17.754,37.968,12,21219,10105,9706,305,930,1880,5193,6855,3604,1610
貯蓄型保険,1.63,6.739,32.697,10,17690,5530,11396,34,969,4100,6113,4644,1283,253
水泳,1.629,-64.946,37.821,14,24782,11690,11407,607,1276,3358,7488,5437,3348,2228
星のカービィ wii,1.628,143.266,38.663,10,17711,9588,7132,406,1600,6667,6732,1250,388,171
児童手当 所得制限 2022,1.627,-49.525,16.406,55,97504,36497,57349,181,3650,35136,41570,10968,3364,1295
adhd 子供,1.627,-75.158,45.301,18,31923,4459,25897,93,1130,11395,13650,3033,1437,484
准看護師,1.627,17.158,40.038,12,21289,7162,12920,260,2360,4836,6856,4458,1484,508
複利計算 シミュレーション,1.625,-4.095,27.477,21,37336,28049,8284,60,1788,9229,12890,8426,3522,1056
英検 合格発表,1.624,9.857,12.108,108,192192,45672,127848,17231,3497,8183,96824,49935,3287,2633
コロナ 家族が感染したら,1.624,-25.655,31.799,23,40935,14132,24982,323,2458,9529,16867,8903,1748,396
40代 ダイエット方法 女性,1.624,-81.173,25.663,15,26692,1037,24391,71,53,1143,23717,1022,87,135
英語検定,1.624,-24.758,42.584,13,23137,9439,12273,722,1316,2748,8504,6185,1931,1014
サイクルポート,1.623,28.126,40.738,18,32041,18137,12754,62,673,9767,13364,5084,1905,697
文武両道,1.622,63.62,39.531,12,21399,7692,12118,548,829,2509,8588,4912,1810,1280
東大 偏差値,1.622,5.536,29.654,10,17825,6315,9907,1254,1528,2928,6771,3206,672,530
